Entity,Code,Date,International travel controls (OxBSG)
Ecuador,ECU,28-Mar-20,4
Ecuador,ECU,29-Mar-20,4
Ecuador,ECU,30-Mar-20,4
Ecuador,ECU,31-Mar-20,4
Ecuador,ECU,1-Apr-20,4
Ecuador,ECU,2-Apr-20,4
Ecuador,ECU,3-Apr-20,4
Ecuador,ECU,4-Apr-20,4
Ecuador,ECU,5-Apr-20,4
Ecuador,ECU,6-Apr-20,4
Ecuador,ECU,7-Apr-20,4
Ecuador,ECU,8-Apr-20,4
Ecuador,ECU,9-Apr-20,4
Ecuador,ECU,10-Apr-20,4
Ecuador,ECU,11-Apr-20,4
Ecuador,ECU,12-Apr-20,4
Ecuador,ECU,13-Apr-20,4
Ecuador,ECU,14-Apr-20,4
Ecuador,ECU,15-Apr-20,4
Ecuador,ECU,16-Apr-20,4
Ecuador,ECU,17-Apr-20,4
Ecuador,ECU,18-Apr-20,4
Ecuador,ECU,19-Apr-20,4
Ecuador,ECU,20-Apr-20,4
Ecuador,ECU,21-Apr-20,4
Ecuador,ECU,22-Apr-20,4
Ecuador,ECU,23-Apr-20,4
Ecuador,ECU,24-Apr-20,4
Ecuador,ECU,25-Apr-20,4
Ecuador,ECU,26-Apr-20,4
Ecuador,ECU,27-Apr-20,4
Ecuador,ECU,28-Apr-20,4
Ecuador,ECU,29-Apr-20,4
Ecuador,ECU,30-Apr-20,4
Ecuador,ECU,1-May-20,4
Ecuador,ECU,2-May-20,4
Ecuador,ECU,3-May-20,4
Ecuador,ECU,4-May-20,4
Ecuador,ECU,5-May-20,4
Ecuador,ECU,6-May-20,4
Ecuador,ECU,7-May-20,4
Ecuador,ECU,8-May-20,4
Ecuador,ECU,9-May-20,4
Ecuador,ECU,10-May-20,4
Ecuador,ECU,11-May-20,4
Ecuador,ECU,12-May-20,4
Ecuador,ECU,13-May-20,4
Ecuador,ECU,14-May-20,4
Ecuador,ECU,15-May-20,4
Ecuador,ECU,16-May-20,4
Ecuador,ECU,17-May-20,4
Ecuador,ECU,18-May-20,4
Ecuador,ECU,19-May-20,4
Ecuador,ECU,20-May-20,4
Egypt,EGY,1-Jan-20,0
Egypt,EGY,2-Jan-20,0
Egypt,EGY,3-Jan-20,0
Egypt,EGY,4-Jan-20,0
Egypt,EGY,5-Jan-20,0
Egypt,EGY,6-Jan-20,0
Egypt,EGY,7-Jan-20,0
Egypt,EGY,8-Jan-20,0
Egypt,EGY,9-Jan-20,0
Egypt,EGY,10-Jan-20,0
Egypt,EGY,11-Jan-20,0
Egypt,EGY,12-Jan-20,0
Egypt,EGY,13-Jan-20,0
Egypt,EGY,14-Jan-20,0
Egypt,EGY,15-Jan-20,0
Egypt,EGY,16-Jan-20,0
Egypt,EGY,17-Jan-20,0
Egypt,EGY,18-Jan-20,0
Egypt,EGY,19-Jan-20,0
Egypt,EGY,20-Jan-20,0
Egypt,EGY,21-Jan-20,0
Egypt,EGY,22-Jan-20,0
Egypt,EGY,23-Jan-20,0
Egypt,EGY,24-Jan-20,0
Egypt,EGY,25-Jan-20,0
Egypt,EGY,26-Jan-20,0
Egypt,EGY,27-Jan-20,0
Egypt,EGY,28-Jan-20,0
Egypt,EGY,29-Jan-20,0
Egypt,EGY,30-Jan-20,0
Egypt,EGY,31-Jan-20,0
Egypt,EGY,1-Feb-20,0
Egypt,EGY,2-Feb-20,0
Egypt,EGY,3-Feb-20,0
Egypt,EGY,4-Feb-20,0
Egypt,EGY,5-Feb-20,0
Egypt,EGY,6-Feb-20,0
Egypt,EGY,7-Feb-20,0
Egypt,EGY,8-Feb-20,0
Egypt,EGY,9-Feb-20,0
Egypt,EGY,10-Feb-20,0
Egypt,EGY,11-Feb-20,0
Egypt,EGY,12-Feb-20,0
Egypt,EGY,13-Feb-20,0
Egypt,EGY,14-Feb-20,0
Egypt,EGY,15-Feb-20,0
Egypt,EGY,16-Feb-20,0
Egypt,EGY,17-Feb-20,0
Egypt,EGY,18-Feb-20,0
Egypt,EGY,19-Feb-20,0
Egypt,EGY,20-Feb-20,0
Egypt,EGY,21-Feb-20,0
Egypt,EGY,22-Feb-20,0
Egypt,EGY,23-Feb-20,0
Egypt,EGY,24-Feb-20,0
Egypt,EGY,25-Feb-20,0
Egypt,EGY,26-Feb-20,0
Egypt,EGY,27-Feb-20,0
Egypt,EGY,28-Feb-20,0
Egypt,EGY,29-Feb-20,0
Egypt,EGY,1-Mar-20,0
Egypt,EGY,2-Mar-20,0
Egypt,EGY,3-Mar-20,0
Egypt,EGY,4-Mar-20,0
Egypt,EGY,5-Mar-20,0
Egypt,EGY,6-Mar-20,0
Egypt,EGY,7-Mar-20,0
Egypt,EGY,8-Mar-20,0
Egypt,EGY,9-Mar-20,0
Egypt,EGY,10-Mar-20,0
Egypt,EGY,11-Mar-20,0
Egypt,EGY,12-Mar-20,0
Egypt,EGY,13-Mar-20,0
Egypt,EGY,14-Mar-20,0
Egypt,EGY,15-Mar-20,0
Egypt,EGY,16-Mar-20,0
Egypt,EGY,17-Mar-20,0
Egypt,EGY,18-Mar-20,0
Egypt,EGY,19-Mar-20,4
Egypt,EGY,20-Mar-20,4
Egypt,EGY,21-Mar-20,4
Egypt,EGY,22-Mar-20,4
Egypt,EGY,23-Mar-20,4
Egypt,EGY,24-Mar-20,4
Egypt,EGY,25-Mar-20,4
Egypt,EGY,26-Mar-20,4
Egypt,EGY,27-Mar-20,4
Egypt,EGY,28-Mar-20,4
Egypt,EGY,29-Mar-20,4
Egypt,EGY,30-Mar-20,4
Egypt,EGY,31-Mar-20,4
Egypt,EGY,1-Apr-20,4
Egypt,EGY,2-Apr-20,4
Egypt,EGY,3-Apr-20,4
Egypt,EGY,4-Apr-20,4
Egypt,EGY,5-Apr-20,4
Egypt,EGY,6-Apr-20,4
Egypt,EGY,7-Apr-20,4
Egypt,EGY,8-Apr-20,4
Egypt,EGY,9-Apr-20,4
Egypt,EGY,10-Apr-20,4
Egypt,EGY,11-Apr-20,4
Egypt,EGY,12-Apr-20,4
Egypt,EGY,13-Apr-20,4
Egypt,EGY,14-Apr-20,4
Egypt,EGY,15-Apr-20,4
Egypt,EGY,16-Apr-20,4
Egypt,EGY,17-Apr-20,4
Egypt,EGY,18-Apr-20,4
Egypt,EGY,19-Apr-20,4
Egypt,EGY,20-Apr-20,4
Egypt,EGY,21-Apr-20,4
Egypt,EGY,22-Apr-20,4
Egypt,EGY,23-Apr-20,4
Egypt,EGY,24-Apr-20,4
Egypt,EGY,25-Apr-20,4
Egypt,EGY,26-Apr-20,4
Egypt,EGY,27-Apr-20,4
Egypt,EGY,28-Apr-20,4
Egypt,EGY,29-Apr-20,4
Egypt,EGY,30-Apr-20,4
Egypt,EGY,1-May-20,4
Egypt,EGY,2-May-20,4
Egypt,EGY,3-May-20,4
Egypt,EGY,4-May-20,4
Egypt,EGY,5-May-20,4
Egypt,EGY,6-May-20,4
Egypt,EGY,7-May-20,4
Egypt,EGY,8-May-20,4
Egypt,EGY,9-May-20,4
Egypt,EGY,10-May-20,4
Egypt,EGY,11-May-20,4
Egypt,EGY,12-May-20,4
Egypt,EGY,13-May-20,4
Egypt,EGY,14-May-20,4
Egypt,EGY,15-May-20,4
Egypt,EGY,16-May-20,4
Egypt,EGY,17-May-20,4
El Salvador,SLV,1-Jan-20,0
El Salvador,SLV,2-Jan-20,0
El Salvador,SLV,3-Jan-20,0
El Salvador,SLV,4-Jan-20,0
El Salvador,SLV,5-Jan-20,0
El Salvador,SLV,6-Jan-20,0
El Salvador,SLV,7-Jan-20,0
El Salvador,SLV,8-Jan-20,0
El Salvador,SLV,9-Jan-20,0
El Salvador,SLV,10-Jan-20,0
El Salvador,SLV,11-Jan-20,0
El Salvador,SLV,12-Jan-20,0
El Salvador,SLV,13-Jan-20,0
El Salvador,SLV,14-Jan-20,0
El Salvador,SLV,15-Jan-20,0
El Salvador,SLV,16-Jan-20,0
El Salvador,SLV,17-Jan-20,0
El Salvador,SLV,18-Jan-20,0
El Salvador,SLV,19-Jan-20,0
El Salvador,SLV,20-Jan-20,0
El Salvador,SLV,21-Jan-20,0
El Salvador,SLV,22-Jan-20,0
El Salvador,SLV,23-Jan-20,0
El Salvador,SLV,24-Jan-20,0
El Salvador,SLV,25-Jan-20,0
El Salvador,SLV,26-Jan-20,0
El Salvador,SLV,27-Jan-20,0
El Salvador,SLV,28-Jan-20,0
El Salvador,SLV,29-Jan-20,0
El Salvador,SLV,30-Jan-20,0
El Salvador,SLV,31-Jan-20,3
El Salvador,SLV,1-Feb-20,3
El Salvador,SLV,2-Feb-20,3
El Salvador,SLV,3-Feb-20,3
El Salvador,SLV,4-Feb-20,3
El Salvador,SLV,5-Feb-20,3
El Salvador,SLV,6-Feb-20,3
El Salvador,SLV,7-Feb-20,3
El Salvador,SLV,8-Feb-20,3
El Salvador,SLV,9-Feb-20,3
El Salvador,SLV,10-Feb-20,3
El Salvador,SLV,11-Feb-20,3
El Salvador,SLV,12-Feb-20,3
El Salvador,SLV,13-Feb-20,3
El Salvador,SLV,14-Feb-20,3
El Salvador,SLV,15-Feb-20,3
El Salvador,SLV,16-Feb-20,3
El Salvador,SLV,17-Feb-20,3
El Salvador,SLV,18-Feb-20,3
El Salvador,SLV,19-Feb-20,3
El Salvador,SLV,20-Feb-20,3
El Salvador,SLV,21-Feb-20,3
El Salvador,SLV,22-Feb-20,3
El Salvador,SLV,23-Feb-20,3
El Salvador,SLV,24-Feb-20,3
El Salvador,SLV,25-Feb-20,3
El Salvador,SLV,26-Feb-20,3
El Salvador,SLV,27-Feb-20,3
El Salvador,SLV,28-Feb-20,3
El Salvador,SLV,29-Feb-20,3
El Salvador,SLV,1-Mar-20,3
El Salvador,SLV,2-Mar-20,3
El Salvador,SLV,3-Mar-20,3
El Salvador,SLV,4-Mar-20,3
El Salvador,SLV,5-Mar-20,3
El Salvador,SLV,6-Mar-20,3
El Salvador,SLV,7-Mar-20,3
El Salvador,SLV,8-Mar-20,3
El Salvador,SLV,9-Mar-20,3
El Salvador,SLV,10-Mar-20,3
El Salvador,SLV,11-Mar-20,3
El Salvador,SLV,12-Mar-20,4
El Salvador,SLV,13-Mar-20,4
El Salvador,SLV,14-Mar-20,4
El Salvador,SLV,15-Mar-20,4
El Salvador,SLV,16-Mar-20,4
El Salvador,SLV,17-Mar-20,4
El Salvador,SLV,18-Mar-20,4
El Salvador,SLV,19-Mar-20,4
El Salvador,SLV,20-Mar-20,4
El Salvador,SLV,21-Mar-20,4
El Salvador,SLV,22-Mar-20,4
El Salvador,SLV,23-Mar-20,4
El Salvador,SLV,24-Mar-20,4
El Salvador,SLV,25-Mar-20,4
El Salvador,SLV,26-Mar-20,4
El Salvador,SLV,27-Mar-20,4
El Salvador,SLV,28-Mar-20,4
El Salvador,SLV,29-Mar-20,4
El Salvador,SLV,30-Mar-20,4
El Salvador,SLV,31-Mar-20,4
El Salvador,SLV,1-Apr-20,4
El Salvador,SLV,2-Apr-20,4
El Salvador,SLV,3-Apr-20,4
El Salvador,SLV,4-Apr-20,4
El Salvador,SLV,5-Apr-20,4
El Salvador,SLV,6-Apr-20,4
El Salvador,SLV,7-Apr-20,4
El Salvador,SLV,8-Apr-20,4
El Salvador,SLV,9-Apr-20,4
El Salvador,SLV,10-Apr-20,4
El Salvador,SLV,11-Apr-20,4
El Salvador,SLV,12-Apr-20,4
El Salvador,SLV,13-Apr-20,4
El Salvador,SLV,14-Apr-20,4
El Salvador,SLV,15-Apr-20,4
El Salvador,SLV,16-Apr-20,4
El Salvador,SLV,17-Apr-20,4
El Salvador,SLV,18-Apr-20,4
El Salvador,SLV,19-Apr-20,4
El Salvador,SLV,20-Apr-20,4
El Salvador,SLV,21-Apr-20,4
El Salvador,SLV,22-Apr-20,4
El Salvador,SLV,23-Apr-20,4
El Salvador,SLV,24-Apr-20,4
El Salvador,SLV,25-Apr-20,4
El Salvador,SLV,26-Apr-20,4
El Salvador,SLV,27-Apr-20,4
El Salvador,SLV,28-Apr-20,4
El Salvador,SLV,29-Apr-20,4
El Salvador,SLV,30-Apr-20,4
El Salvador,SLV,1-May-20,4
El Salvador,SLV,2-May-20,4
El Salvador,SLV,3-May-20,4
El Salvador,SLV,4-May-20,4
El Salvador,SLV,5-May-20,4
El Salvador,SLV,6-May-20,4
El Salvador,SLV,7-May-20,4
El Salvador,SLV,8-May-20,4
El Salvador,SLV,9-May-20,4
El Salvador,SLV,10-May-20,4
El Salvador,SLV,11-May-20,4
El Salvador,SLV,12-May-20,4
El Salvador,SLV,13-May-20,4
El Salvador,SLV,14-May-20,4
El Salvador,SLV,15-May-20,4
El Salvador,SLV,16-May-20,4
El Salvador,SLV,17-May-20,4
El Salvador,SLV,18-May-20,4
Estonia,EST,1-Jan-20,0
Estonia,EST,2-Jan-20,0
Estonia,EST,3-Jan-20,0
Estonia,EST,4-Jan-20,0
Estonia,EST,5-Jan-20,0
Estonia,EST,6-Jan-20,0
Estonia,EST,7-Jan-20,0
Estonia,EST,8-Jan-20,0
Estonia,EST,9-Jan-20,0
Estonia,EST,10-Jan-20,0
Estonia,EST,11-Jan-20,0
Estonia,EST,12-Jan-20,0
Estonia,EST,13-Jan-20,0
Estonia,EST,14-Jan-20,0
Estonia,EST,15-Jan-20,0
Estonia,EST,16-Jan-20,0
Estonia,EST,17-Jan-20,0
Estonia,EST,18-Jan-20,0
Estonia,EST,19-Jan-20,0
Estonia,EST,20-Jan-20,0
Estonia,EST,21-Jan-20,0
Estonia,EST,22-Jan-20,0
Estonia,EST,23-Jan-20,0
Estonia,EST,24-Jan-20,0
Estonia,EST,25-Jan-20,0
Estonia,EST,26-Jan-20,0
Estonia,EST,27-Jan-20,0
Estonia,EST,28-Jan-20,0
Estonia,EST,29-Jan-20,0
Estonia,EST,30-Jan-20,0
Estonia,EST,31-Jan-20,0
Estonia,EST,1-Feb-20,0
Estonia,EST,2-Feb-20,0
Estonia,EST,3-Feb-20,0
Estonia,EST,4-Feb-20,0
Estonia,EST,5-Feb-20,0
Estonia,EST,6-Feb-20,0
Estonia,EST,7-Feb-20,0
Estonia,EST,8-Feb-20,0
Estonia,EST,9-Feb-20,0
Estonia,EST,10-Feb-20,0
Estonia,EST,11-Feb-20,0
Estonia,EST,12-Feb-20,0
Estonia,EST,13-Feb-20,0
Estonia,EST,14-Feb-20,0
Estonia,EST,15-Feb-20,0
Estonia,EST,16-Feb-20,0
Estonia,EST,17-Feb-20,0
Estonia,EST,18-Feb-20,0
Estonia,EST,19-Feb-20,0
Estonia,EST,20-Feb-20,0
Estonia,EST,21-Feb-20,0
Estonia,EST,22-Feb-20,0
Estonia,EST,23-Feb-20,0
Estonia,EST,24-Feb-20,0
Estonia,EST,25-Feb-20,0
Estonia,EST,26-Feb-20,0
Estonia,EST,27-Feb-20,0
Estonia,EST,28-Feb-20,0
Estonia,EST,29-Feb-20,0
Estonia,EST,1-Mar-20,0
Estonia,EST,2-Mar-20,0
Estonia,EST,3-Mar-20,0
Estonia,EST,4-Mar-20,0
Estonia,EST,5-Mar-20,0
Estonia,EST,6-Mar-20,0
Estonia,EST,7-Mar-20,0
Estonia,EST,8-Mar-20,0
Estonia,EST,9-Mar-20,0
Estonia,EST,10-Mar-20,0
Estonia,EST,11-Mar-20,0
Estonia,EST,12-Mar-20,1
Estonia,EST,13-Mar-20,1
Estonia,EST,14-Mar-20,1
Estonia,EST,15-Mar-20,1
Estonia,EST,16-Mar-20,1
Estonia,EST,17-Mar-20,3
Estonia,EST,18-Mar-20,3
Estonia,EST,19-Mar-20,3
Estonia,EST,20-Mar-20,3
Estonia,EST,21-Mar-20,3
Estonia,EST,22-Mar-20,3
Estonia,EST,23-Mar-20,3
Estonia,EST,24-Mar-20,3
Estonia,EST,25-Mar-20,3
Estonia,EST,26-Mar-20,3
Estonia,EST,27-Mar-20,3
Estonia,EST,28-Mar-20,3
Estonia,EST,29-Mar-20,3
Estonia,EST,30-Mar-20,3
Estonia,EST,31-Mar-20,3
Estonia,EST,1-Apr-20,3
Estonia,EST,2-Apr-20,3
Estonia,EST,3-Apr-20,3
Estonia,EST,4-Apr-20,3
Estonia,EST,5-Apr-20,3
Estonia,EST,6-Apr-20,3
Estonia,EST,7-Apr-20,3
Estonia,EST,8-Apr-20,3
Estonia,EST,9-Apr-20,3
Estonia,EST,10-Apr-20,3
Estonia,EST,11-Apr-20,3
Estonia,EST,12-Apr-20,3
Estonia,EST,13-Apr-20,3
Estonia,EST,14-Apr-20,3
Estonia,EST,15-Apr-20,3
Estonia,EST,16-Apr-20,3
Estonia,EST,17-Apr-20,3
Estonia,EST,18-Apr-20,3
Estonia,EST,19-Apr-20,3
Estonia,EST,20-Apr-20,3
Estonia,EST,21-Apr-20,3
Estonia,EST,22-Apr-20,3
Estonia,EST,23-Apr-20,3
Estonia,EST,24-Apr-20,3
Estonia,EST,25-Apr-20,3
Estonia,EST,26-Apr-20,3
Estonia,EST,27-Apr-20,2
Estonia,EST,28-Apr-20,2
Estonia,EST,29-Apr-20,2
Estonia,EST,30-Apr-20,2
Estonia,EST,1-May-20,2
Estonia,EST,2-May-20,2
Estonia,EST,3-May-20,2
Estonia,EST,4-May-20,2
Estonia,EST,5-May-20,2
Estonia,EST,6-May-20,2
Estonia,EST,7-May-20,2
Estonia,EST,8-May-20,2
Estonia,EST,9-May-20,2
Estonia,EST,10-May-20,2
Estonia,EST,11-May-20,2
Estonia,EST,12-May-20,2
Estonia,EST,13-May-20,2
Estonia,EST,14-May-20,2
Estonia,EST,15-May-20,2
Ethiopia,ETH,1-Jan-20,0
Ethiopia,ETH,2-Jan-20,0
Ethiopia,ETH,3-Jan-20,0
Ethiopia,ETH,4-Jan-20,0
Ethiopia,ETH,5-Jan-20,0
Ethiopia,ETH,6-Jan-20,0
Ethiopia,ETH,7-Jan-20,0
Ethiopia,ETH,8-Jan-20,0
Ethiopia,ETH,9-Jan-20,0
Ethiopia,ETH,10-Jan-20,0
Ethiopia,ETH,11-Jan-20,0
Ethiopia,ETH,12-Jan-20,0
Ethiopia,ETH,13-Jan-20,0
Ethiopia,ETH,14-Jan-20,0
Ethiopia,ETH,15-Jan-20,0
Ethiopia,ETH,16-Jan-20,0
Ethiopia,ETH,17-Jan-20,0
Ethiopia,ETH,18-Jan-20,0
Ethiopia,ETH,19-Jan-20,0
Ethiopia,ETH,20-Jan-20,0
Ethiopia,ETH,21-Jan-20,0
Ethiopia,ETH,22-Jan-20,0
Ethiopia,ETH,23-Jan-20,0
Ethiopia,ETH,24-Jan-20,0
Ethiopia,ETH,25-Jan-20,0
Ethiopia,ETH,26-Jan-20,0
Ethiopia,ETH,27-Jan-20,0
Ethiopia,ETH,28-Jan-20,0
Ethiopia,ETH,29-Jan-20,0
Ethiopia,ETH,30-Jan-20,0
Ethiopia,ETH,31-Jan-20,0
Ethiopia,ETH,1-Feb-20,0
Ethiopia,ETH,2-Feb-20,0
Ethiopia,ETH,3-Feb-20,0
Ethiopia,ETH,4-Feb-20,0
Ethiopia,ETH,5-Feb-20,0
Ethiopia,ETH,6-Feb-20,0
Ethiopia,ETH,7-Feb-20,0
Ethiopia,ETH,8-Feb-20,0
Ethiopia,ETH,9-Feb-20,0
Ethiopia,ETH,10-Feb-20,0
Ethiopia,ETH,11-Feb-20,0
Ethiopia,ETH,12-Feb-20,0
Ethiopia,ETH,13-Feb-20,0
Ethiopia,ETH,14-Feb-20,0
Ethiopia,ETH,15-Feb-20,0
Ethiopia,ETH,16-Feb-20,0
Ethiopia,ETH,17-Feb-20,0
Ethiopia,ETH,18-Feb-20,0
Ethiopia,ETH,19-Feb-20,0
Ethiopia,ETH,20-Feb-20,0
Ethiopia,ETH,21-Feb-20,0
Ethiopia,ETH,22-Feb-20,0
Ethiopia,ETH,23-Feb-20,0
Ethiopia,ETH,24-Feb-20,0
Ethiopia,ETH,25-Feb-20,0
Ethiopia,ETH,26-Feb-20,0
Ethiopia,ETH,27-Feb-20,0
Ethiopia,ETH,28-Feb-20,0
Ethiopia,ETH,29-Feb-20,0
Ethiopia,ETH,1-Mar-20,0
Ethiopia,ETH,2-Mar-20,0
Ethiopia,ETH,3-Mar-20,0
Ethiopia,ETH,4-Mar-20,0
Ethiopia,ETH,5-Mar-20,0
Ethiopia,ETH,6-Mar-20,0
Ethiopia,ETH,7-Mar-20,0
Ethiopia,ETH,8-Mar-20,0
Ethiopia,ETH,9-Mar-20,0
Ethiopia,ETH,10-Mar-20,0
Ethiopia,ETH,11-Mar-20,0
Ethiopia,ETH,12-Mar-20,0
Ethiopia,ETH,13-Mar-20,0
Ethiopia,ETH,14-Mar-20,0
Ethiopia,ETH,15-Mar-20,0
Ethiopia,ETH,16-Mar-20,1
Ethiopia,ETH,17-Mar-20,1
Ethiopia,ETH,18-Mar-20,1
Ethiopia,ETH,19-Mar-20,1
Ethiopia,ETH,20-Mar-20,1
Ethiopia,ETH,21-Mar-20,1
Ethiopia,ETH,22-Mar-20,1
Ethiopia,ETH,23-Mar-20,2
Ethiopia,ETH,24-Mar-20,2
Ethiopia,ETH,25-Mar-20,2
Ethiopia,ETH,26-Mar-20,2
Ethiopia,ETH,27-Mar-20,2
Ethiopia,ETH,28-Mar-20,2
Ethiopia,ETH,29-Mar-20,2
Ethiopia,ETH,30-Mar-20,2
Ethiopia,ETH,31-Mar-20,2
Ethiopia,ETH,1-Apr-20,2
Ethiopia,ETH,2-Apr-20,2
Ethiopia,ETH,3-Apr-20,2
Ethiopia,ETH,4-Apr-20,2
Ethiopia,ETH,5-Apr-20,2
Ethiopia,ETH,6-Apr-20,2
Ethiopia,ETH,7-Apr-20,2
Ethiopia,ETH,8-Apr-20,2
Ethiopia,ETH,9-Apr-20,2
Ethiopia,ETH,10-Apr-20,2
Ethiopia,ETH,11-Apr-20,2
Ethiopia,ETH,12-Apr-20,2
Ethiopia,ETH,13-Apr-20,2
Ethiopia,ETH,14-Apr-20,2
Ethiopia,ETH,15-Apr-20,2
Ethiopia,ETH,16-Apr-20,2
Ethiopia,ETH,17-Apr-20,2
Ethiopia,ETH,18-Apr-20,2
Ethiopia,ETH,19-Apr-20,2
Ethiopia,ETH,20-Apr-20,2
Ethiopia,ETH,21-Apr-20,2
Ethiopia,ETH,22-Apr-20,2
Ethiopia,ETH,23-Apr-20,2
Ethiopia,ETH,24-Apr-20,2
Ethiopia,ETH,25-Apr-20,2
Ethiopia,ETH,26-Apr-20,2
Ethiopia,ETH,27-Apr-20,2
Ethiopia,ETH,28-Apr-20,2
Ethiopia,ETH,29-Apr-20,2
Ethiopia,ETH,30-Apr-20,2
Ethiopia,ETH,1-May-20,2
Ethiopia,ETH,2-May-20,2
Ethiopia,ETH,3-May-20,2
Ethiopia,ETH,4-May-20,2
Ethiopia,ETH,5-May-20,2
Ethiopia,ETH,6-May-20,2
Ethiopia,ETH,7-May-20,2
Ethiopia,ETH,8-May-20,2
Ethiopia,ETH,9-May-20,2
Ethiopia,ETH,10-May-20,2
Ethiopia,ETH,11-May-20,2
Ethiopia,ETH,12-May-20,2
Ethiopia,ETH,13-May-20,2
Ethiopia,ETH,14-May-20,2
Finland,FIN,1-Jan-20,0
Finland,FIN,2-Jan-20,0
Finland,FIN,3-Jan-20,0
Finland,FIN,4-Jan-20,0
Finland,FIN,5-Jan-20,0
Finland,FIN,6-Jan-20,0
Finland,FIN,7-Jan-20,0
Finland,FIN,8-Jan-20,0
Finland,FIN,9-Jan-20,0
Finland,FIN,10-Jan-20,0
Finland,FIN,11-Jan-20,0
Finland,FIN,12-Jan-20,0
Finland,FIN,13-Jan-20,0
Finland,FIN,14-Jan-20,0
Finland,FIN,15-Jan-20,0
Finland,FIN,16-Jan-20,0
Finland,FIN,17-Jan-20,0
Finland,FIN,18-Jan-20,0
Finland,FIN,19-Jan-20,0
Finland,FIN,20-Jan-20,0
Finland,FIN,21-Jan-20,0
Finland,FIN,22-Jan-20,0
Finland,FIN,23-Jan-20,0
Finland,FIN,24-Jan-20,0
Finland,FIN,25-Jan-20,0
Finland,FIN,26-Jan-20,0
Finland,FIN,27-Jan-20,0
Finland,FIN,28-Jan-20,0
Finland,FIN,29-Jan-20,0
Finland,FIN,30-Jan-20,0
Finland,FIN,31-Jan-20,0
Finland,FIN,1-Feb-20,0
Finland,FIN,2-Feb-20,0
Finland,FIN,3-Feb-20,0
Finland,FIN,4-Feb-20,0
Finland,FIN,5-Feb-20,0
Finland,FIN,6-Feb-20,3
Finland,FIN,7-Feb-20,3
Finland,FIN,8-Feb-20,3
Finland,FIN,9-Feb-20,3
Finland,FIN,10-Feb-20,3
Finland,FIN,11-Feb-20,3
Finland,FIN,12-Feb-20,3
Finland,FIN,13-Feb-20,3
Finland,FIN,14-Feb-20,3
Finland,FIN,15-Feb-20,3
Finland,FIN,16-Feb-20,3
Finland,FIN,17-Feb-20,3
Finland,FIN,18-Feb-20,3
Finland,FIN,19-Feb-20,3
Finland,FIN,20-Feb-20,3
Finland,FIN,21-Feb-20,3
Finland,FIN,22-Feb-20,3
Finland,FIN,23-Feb-20,3
Finland,FIN,24-Feb-20,3
Finland,FIN,25-Feb-20,3
Finland,FIN,26-Feb-20,3
Finland,FIN,27-Feb-20,3
Finland,FIN,28-Feb-20,3
Finland,FIN,29-Feb-20,3
Finland,FIN,1-Mar-20,3
Finland,FIN,2-Mar-20,3
Finland,FIN,3-Mar-20,3
Finland,FIN,4-Mar-20,3
Finland,FIN,5-Mar-20,3
Finland,FIN,6-Mar-20,3
Finland,FIN,7-Mar-20,3
Finland,FIN,8-Mar-20,3
Finland,FIN,9-Mar-20,3
Finland,FIN,10-Mar-20,3
Finland,FIN,11-Mar-20,3
Finland,FIN,12-Mar-20,3
Finland,FIN,13-Mar-20,3
Finland,FIN,14-Mar-20,3
Finland,FIN,15-Mar-20,3
Finland,FIN,16-Mar-20,3
Finland,FIN,17-Mar-20,3
Finland,FIN,18-Mar-20,3
Finland,FIN,19-Mar-20,4
Finland,FIN,20-Mar-20,4
Finland,FIN,21-Mar-20,4
Finland,FIN,22-Mar-20,4
Finland,FIN,23-Mar-20,4
Finland,FIN,24-Mar-20,4
Finland,FIN,25-Mar-20,4
Finland,FIN,26-Mar-20,4
Finland,FIN,27-Mar-20,4
Finland,FIN,28-Mar-20,4
Finland,FIN,29-Mar-20,4
Finland,FIN,30-Mar-20,4
Finland,FIN,31-Mar-20,4
Finland,FIN,1-Apr-20,4
Finland,FIN,2-Apr-20,4
Finland,FIN,3-Apr-20,4
Finland,FIN,4-Apr-20,4
Finland,FIN,5-Apr-20,4
Finland,FIN,6-Apr-20,4
Finland,FIN,7-Apr-20,4
Finland,FIN,8-Apr-20,4
Finland,FIN,9-Apr-20,4
Finland,FIN,10-Apr-20,4
Finland,FIN,11-Apr-20,4
Finland,FIN,12-Apr-20,4
Finland,FIN,13-Apr-20,4
Finland,FIN,14-Apr-20,4
Finland,FIN,15-Apr-20,4
Finland,FIN,16-Apr-20,4
Finland,FIN,17-Apr-20,4
Finland,FIN,18-Apr-20,4
Finland,FIN,19-Apr-20,4
Finland,FIN,20-Apr-20,4
Finland,FIN,21-Apr-20,4
Finland,FIN,22-Apr-20,4
Finland,FIN,23-Apr-20,4
Finland,FIN,24-Apr-20,4
Finland,FIN,25-Apr-20,4
Finland,FIN,26-Apr-20,4
Finland,FIN,27-Apr-20,4
Finland,FIN,28-Apr-20,4
Finland,FIN,29-Apr-20,4
Finland,FIN,30-Apr-20,4
Finland,FIN,1-May-20,4
Finland,FIN,2-May-20,4
Finland,FIN,3-May-20,4
Finland,FIN,4-May-20,4
Finland,FIN,5-May-20,4
Finland,FIN,6-May-20,4
Finland,FIN,7-May-20,4
Finland,FIN,8-May-20,4
Finland,FIN,9-May-20,4
Finland,FIN,10-May-20,4
Finland,FIN,11-May-20,4
Finland,FIN,12-May-20,4
